,DB_Object_ID,Qualifier_Idx,GO_ID,GO_Idx
3810,P16333,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0004860', 'GO:0005102', 'GO:0005515', 'GO:0008093', 'GO:0019904', 'GO:0030159', 'GO:0030674', 'GO:0030971', 'GO:0035591', 'GO:0045296', 'GO:0071074', 'GO:0140693', 'GO:0046875']","[3986, 222, 1403, 2449, 3149, 3072, 1420, 2591, 4304, 1182, 3331, 4582, 3412]"
3811,P16383,"[0, 0]","['GO:0003677', 'GO:0005515']","[3938, 1403]"
3812,P16389,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005249', 'GO:0005251', 'GO:0005267', 'GO:0005515', 'GO:0015271', 'GO:0019894', 'GO:0099508', 'GO:1905030']","[4227, 107, 2480, 1403, 1972, 534, 2778, 1684]"
3813,P16401,"[0, 0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0030527', 'GO:0031490', 'GO:0042826', 'GO:0003690', 'GO:0031492']","[3583, 1403, 4160, 499, 4481, 298, 209]"
3814,P16402,"[0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0030527', 'GO:0031490', 'GO:0031492', 'GO:0003690']","[3583, 1403, 4160, 499, 209, 298]"
3815,P16403,"[0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0030527', 'GO:0031490', 'GO:0031492', 'GO:0003690']","[3583, 1403, 4160, 499, 209, 298]"
3816,P16410,[0],['GO:0005515'],[1403]
3817,P16415,"[0, 0, 0]","['GO:0046872', 'GO:0000977', 'GO:0000981']","[2153, 3995, 483]"
3818,P16422,"[0, 0, 0]","['GO:0005515', 'GO:0044877', 'GO:0098641']","[1403, 203, 77]"
3819,P16435,"[0, 0, 0, 0, 0]","['GO:0003958', 'GO:0005515', 'GO:0050661', 'GO:0050660', 'GO:0010181']","[762, 1403, 3771, 236, 3011]"
3820,P16442,"[0, 0, 0, 0, 0]","['GO:0000166', 'GO:0003823', 'GO:0004381', 'GO:0030145', 'GO:0004380']","[2619, 3754, 2535, 1880, 1916]"
3821,P16444,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005515', 'GO:0008235', 'GO:0008270', 'GO:0008800', 'GO:0016805', 'GO:0034235', 'GO:0043027', 'GO:0070573', 'GO:0072341']","[1403, 4155, 4136, 1010, 2390, 340, 915, 4550, 2583]"
3822,P16452,"[0, 0, 0, 0]","['GO:0005200', 'GO:0005515', 'GO:0005524', 'GO:0003810']","[753, 1403, 2220, 600]"
3823,P16455,"[0, 0, 0, 0, 0]","['GO:0003677', 'GO:0008168', 'GO:0009008', 'GO:0046872', 'GO:0003908']","[3938, 3492, 336, 2153, 2725]"
3824,P16471,"[0, 0, 0, 0, 0, 0, 0]","['GO:0004925', 'GO:0005515', 'GO:0008289', 'GO:0017046', 'GO:0019901', 'GO:0046872', 'GO:0019955']","[1432, 1403, 542, 1314, 1899, 2153, 725]"
3825,P16473,"[0, 0, 0, 0, 0]","['GO:0004996', 'GO:0005515', 'GO:0038023', 'GO:0044877', 'GO:0008528']","[543, 1403, 854, 203, 1038]"
3826,P16499,"[0, 0, 0, 0, 0]","['GO:0004117', 'GO:0046872', 'GO:0048101', 'GO:0047555', 'GO:0004115']","[2884, 2153, 4223, 1901, 1831]"
3827,P16519,"[0, 0]","['GO:0004252', 'GO:0005515']","[712, 1403]"
3828,P16520,"[0, 0, 0, 0, 0]","['GO:0003924', 'GO:0005515', 'GO:0030507', 'GO:0051020', 'GO:0030159']","[3233, 1403, 2057, 4151, 3072]"
3829,P16581,"[0, 0, 0, 0, 0, 0]","['GO:0004888', 'GO:0005515', 'GO:0033691', 'GO:0043274', 'GO:0046872', 'GO:0070492']","[4596, 1403, 1227, 1921, 2153, 4015]"
3830,P16591,"[0, 0, 0, 0, 0, 0, 0]","['GO:0004715', 'GO:0005154', 'GO:0005515', 'GO:0005524', 'GO:0008157', 'GO:0008289', 'GO:0004713']","[769, 969, 1403, 2220, 1577, 542, 3698]"
3831,P16615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005388', 'GO:0005509', 'GO:0005515', 'GO:0005524', 'GO:0016887', 'GO:0019899', 'GO:0044325', 'GO:0044548', 'GO:0086039', 'GO:0106222']","[4488, 3969, 1403, 2220, 3827, 266, 2435, 3452, 2309, 3715]"
3832,P16619,"[0, 0, 0]","['GO:0005515', 'GO:0008009', 'GO:0048020']","[1403, 743, 3312]"
3833,P16662,"[2, 0]","['GO:0001972', 'GO:0015020']","[2524, 3418]"
3834,P16671,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0001540', 'GO:0005041', 'GO:0005044', 'GO:0005324', 'GO:0005515', 'GO:0008035', 'GO:0008289', 'GO:0015636', 'GO:0030169', 'GO:0035325', 'GO:0038024', 'GO:0044877', 'GO:0050431', 'GO:0070053', 'GO:0070892', 'GO:0071813', 'GO:0150025', 'GO:1901480']","[3757, 2114, 2796, 4404, 1403, 1508, 542, 3501, 2507, 1863, 4077, 203, 3686, 2301, 3134, 475, 1232, 744]"
3835,P16860,"[0, 0, 0, 0, 0]","['GO:0005102', 'GO:0005179', 'GO:0005515', 'GO:0008613', 'GO:0051427']","[222, 1462, 1403, 3222, 1345]"
3836,P16870,"[0, 0, 0, 0, 0, 0]","['GO:0004180', 'GO:0005515', 'GO:0008270', 'GO:0042043', 'GO:0050839', 'GO:0004181']","[1856, 1403, 4136, 2506, 4161, 2856]"
3837,P16871,"[0, 0, 0, 0]","['GO:0003823', 'GO:0004896', 'GO:0004917', 'GO:0005515']","[3754, 1814, 2083, 1403]"
3838,P16885,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0001784', 'GO:0004435', 'GO:0004629', 'GO:0005515', 'GO:0019901', 'GO:0097110', 'GO:0140031', 'GO:1990782']","[1695, 4048, 1301, 1403, 1899, 1827, 3424, 2594]"
3839,P16930,"[0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0004334']","[1403, 2153, 3238]"
3840,P16949,"[0, 0]","['GO:0005515', 'GO:0015631']","[1403, 3277]"
3841,P16989,"[0, 0, 0, 0, 0, 0, 0]","['GO:0000977', 'GO:0003723', 'GO:0003730', 'GO:0005515', 'GO:0031267', 'GO:0043021', 'GO:0003676']","[3995, 3583, 3640, 1403, 2950, 1648, 1824]"
3842,P17010,"[0, 0, 0, 0]","['GO:0000978', 'GO:0001228', 'GO:0046872', 'GO:0043035']","[3124, 722, 2153, 1749]"
3843,P17014,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:1990837', 'GO:0000981', 'GO:0000978']","[1403, 2153, 2269, 483, 3124]"
3844,P17017,"[0, 0, 0]","['GO:0046872', 'GO:0000977', 'GO:0000981']","[2153, 3995, 483]"
3845,P17019,"[0, 0, 0]","['GO:0046872', 'GO:0000981', 'GO:0000978']","[2153, 483, 3124]"
3846,P17020,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[1403, 2153, 483, 3124]"
3847,P17021,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000978', 'GO:0000981']","[1403, 2153, 3124, 483]"
3848,P17022,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[1403, 2153, 483, 3124]"
3849,P17023,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000977', 'GO:0000981']","[1403, 2153, 3995, 483]"
3850,P17024,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000977']","[1403, 2153, 483, 3995]"
3851,P17025,"[0, 0, 0]","['GO:0046872', 'GO:0000981', 'GO:0000978']","[2153, 483, 3124]"
3852,P17026,"[0, 0, 0, 0]","['GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0008270']","[3938, 1439, 1403, 4136]"
3853,P17027,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:1990837', 'GO:0000978', 'GO:0000981']","[1403, 2153, 2269, 3124, 483]"
3854,P17028,"[0, 0, 0, 0, 0, 0, 0]","['GO:0001228', 'GO:0005515', 'GO:0042802', 'GO:0043565', 'GO:0046872', 'GO:0000978', 'GO:0000981']","[722, 1403, 675, 2406, 2153, 3124, 483]"
3855,P17029,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000978', 'GO:0000981']","[1403, 2153, 3124, 483]"
3856,P17030,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000977', 'GO:0000981']","[1403, 2153, 3995, 483]"
3857,P17031,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000978', 'GO:0000981']","[1403, 2153, 3124, 483]"
3858,P17032,"[0, 0, 0, 0]","['GO:0003700', 'GO:0046872', 'GO:0000978', 'GO:0000981']","[1439, 2153, 3124, 483]"
3859,P17035,"[0, 0, 0]","['GO:0046872', 'GO:0000978', 'GO:0000981']","[2153, 3124, 483]"
3860,P17036,"[0, 0, 0, 0, 0, 0]","['GO:0003677', 'GO:0005515', 'GO:0008270', 'GO:0042802', 'GO:0000977', 'GO:0000981']","[3938, 1403, 4136, 675, 3995, 483]"
3861,P17038,"[0, 0, 0, 0]","['GO:0003677', 'GO:0046872', 'GO:0001228', 'GO:0000978']","[3938, 2153, 722, 3124]"
3862,P17039,"[0, 0, 0]","['GO:0046872', 'GO:0000981', 'GO:0000978']","[2153, 483, 3124]"
3863,P17040,"[0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[1403, 2153, 483, 3124]"
3864,P17041,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0046872', 'GO:1990837', 'GO:0000978', 'GO:0000981']","[1403, 2153, 2269, 3124, 483]"
3865,P17050,"[0, 0, 0]","['GO:0008456', 'GO:0042803', 'GO:0004557']","[2247, 127, 301]"
3866,P17066,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005515', 'GO:0005524', 'GO:0016887', 'GO:0019899', 'GO:0031072', 'GO:0051082', 'GO:0140662', 'GO:0044183']","[1403, 2220, 3827, 266, 4170, 91, 337, 1739]"
3867,P17081,"[0, 0, 0, 0, 0, 0]","['GO:0003924', 'GO:0005515', 'GO:0005522', 'GO:0032427', 'GO:0005525', 'GO:0019901']","[3233, 1403, 2218, 2771, 2119, 1899]"
3868,P17096,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000978', 'GO:0000987', 'GO:0001221', 'GO:0003677', 'GO:0003680', 'GO:0003682', 'GO:0003713', 'GO:0003723', 'GO:0003906', 'GO:0005515', 'GO:0008301', 'GO:0019899', 'GO:0030374', 'GO:0030527', 'GO:0042974', 'GO:0042975', 'GO:0046965', 'GO:0051575', 'GO:0060090', 'GO:0140677', 'GO:0003712']","[3124, 2774, 92, 3938, 1819, 4368, 1690, 3583, 70, 1403, 2357, 266, 2945, 4160, 1132, 4393, 2104, 2911, 3587, 1945, 3241]"
3869,P17097,"[0, 0, 0, 0]","['GO:0003677', 'GO:0046872', 'GO:0000981', 'GO:0000978']","[3938, 2153, 483, 3124]"
3870,P17098,"[0, 0, 0, 0, 0]","['GO:0003677', 'GO:0005515', 'GO:0008270', 'GO:0000978', 'GO:0000981']","[3938, 1403, 4136, 3124, 483]"
3871,P17152,"[0, 0]","['GO:0003674', 'GO:0005515']","[4083, 1403]"
3872,P17174,"[0, 0, 0, 0]","['GO:0004069', 'GO:0004609', 'GO:0030170', 'GO:0047801']","[2647, 1662, 664, 575]"
3873,P17181,"[0, 0, 0, 0, 0]","['GO:0004905', 'GO:0005515', 'GO:0008269', 'GO:0019955', 'GO:0019962']","[1068, 1403, 4051, 725, 4006]"
3874,P17213,[0],['GO:0001530'],[2267]
3875,P17252,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0004672', 'GO:0004697', 'GO:0004698', 'GO:0005178', 'GO:0005515', 'GO:0005524', 'GO:0008270', 'GO:0019899', 'GO:0019992', 'GO:0035403', 'GO:0106310', 'GO:0004674']","[740, 655, 452, 2123, 1403, 2220, 4136, 266, 2753, 57, 3521, 533]"
3876,P17275,"[0, 0, 0, 0, 0, 0]","['GO:0000981', 'GO:0001228', 'GO:0003677', 'GO:0005515', 'GO:1990837', 'GO:0000978']","[483, 722, 3938, 1403, 2269, 3124]"
3877,P17301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0001540', 'GO:0001618', 'GO:0005515', 'GO:0005518', 'GO:0038064', 'GO:0043236', 'GO:0043395', 'GO:0044877', 'GO:0046872', 'GO:0098639', 'GO:0005178']","[3757, 4360, 1403, 2264, 409, 8, 265, 203, 2153, 1904, 2123]"
3878,P17302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005102', 'GO:0005243', 'GO:0005515', 'GO:0008013', 'GO:0015075', 'GO:0015562', 'GO:0015631', 'GO:0034634', 'GO:0043014', 'GO:0048487', 'GO:0055077', 'GO:0086075', 'GO:0097110', 'GO:1903763', 'GO:1990782']","[222, 2551, 1403, 3744, 2521, 3694, 3277, 1175, 3480, 2293, 2246, 2388, 1827, 1348, 2594]"
3879,P17342,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005515', 'GO:0008528', 'GO:0016941', 'GO:0017046', 'GO:0031404', 'GO:0042277', 'GO:0042562', 'GO:0042803']","[1403, 1038, 3825, 1314, 42, 2577, 39, 127]"
3880,P17405,"[0, 0, 0, 0, 0, 0]","['GO:0004767', 'GO:0005515', 'GO:0008270', 'GO:0016798', 'GO:0034480', 'GO:0061750']","[1829, 1403, 4136, 124, 827, 1958]"
3881,P17480,"[0, 0, 0, 0, 0, 0, 0]","['GO:0001164', 'GO:0001165', 'GO:0001181', 'GO:0003682', 'GO:0003723', 'GO:0005515', 'GO:0097110']","[1362, 3787, 1944, 4368, 3583, 1403, 1827]"
3882,P17481,"[0, 0, 0, 0]","['GO:0000981', 'GO:0001227', 'GO:1990837', 'GO:0000977']","[483, 864, 2269, 3995]"
3883,P17482,"[0, 0, 0, 0, 0]","['GO:0000981', 'GO:0005515', 'GO:1990837', 'GO:0000978', 'GO:0003700']","[483, 1403, 2269, 3124, 1439]"
3884,P17483,"[0, 0, 0]","['GO:0000981', 'GO:1990837', 'GO:0000978']","[483, 2269, 3124]"
3885,P17509,"[0, 0, 0, 0, 0]","['GO:0000981', 'GO:0003723', 'GO:0005515', 'GO:1990837', 'GO:0000978']","[483, 3583, 1403, 2269, 3124]"
3886,P17516,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0001758', 'GO:0004033', 'GO:0004303', 'GO:0005515', 'GO:0009055', 'GO:0015125', 'GO:0016655', 'GO:0030283', 'GO:0047023', 'GO:0047024', 'GO:0047035', 'GO:0047044', 'GO:0047045', 'GO:0047743', 'GO:0004032', 'GO:0047086', 'GO:0032052']","[761, 117, 2905, 1403, 4355, 3482, 4343, 4535, 1592, 3115, 326, 1506, 1134, 63, 3302, 544, 2409]"
3887,P17535,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000981', 'GO:0001221', 'GO:0001228', 'GO:0005515', 'GO:0019899', 'GO:1990837', 'GO:0000978']","[1818, 483, 92, 722, 1403, 266, 2269, 3124]"
3888,P17538,"[0, 0]","['GO:0004252', 'GO:0005515']","[712, 1403]"
3889,P17540,"[0, 0, 0]","['GO:0005515', 'GO:0005524', 'GO:0004111']","[1403, 2220, 1776]"
3890,P17542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000981', 'GO:0003682', 'GO:0003700', 'GO:0005515', 'GO:0019899', 'GO:0042826', 'GO:0046983', 'GO:0061629', 'GO:0070888', 'GO:0000978']","[1818, 483, 4368, 1439, 1403, 266, 4481, 2349, 3118, 520, 3124]"
3891,P17544,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000978', 'GO:0000981', 'GO:0001223', 'GO:0001227', 'GO:0003700', 'GO:0005515', 'GO:0019899', 'GO:0046872', 'GO:0051019', 'GO:1990837', 'GO:0035497']","[1818, 3124, 483, 4253, 864, 1439, 1403, 266, 2153, 319, 2269, 2268]"
3892,P17568,"[0, 0]","['GO:0005515', 'GO:0008137']","[1403, 1608]"
3893,P17600,"[0, 0, 0, 0, 0, 0, 0]","['GO:0003779', 'GO:0005515', 'GO:0005524', 'GO:0019901', 'GO:0042802', 'GO:0048306', 'GO:0106006']","[1069, 1403, 2220, 1899, 675, 4114, 3934]"
3894,P17612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000287', 'GO:0004672', 'GO:0004674', 'GO:0004679', 'GO:0004691', 'GO:0004712', 'GO:0005515', 'GO:0005524', 'GO:0019901', 'GO:0019904', 'GO:0030145', 'GO:0031625', 'GO:0034237', 'GO:0099103', 'GO:0106310']","[3003, 740, 533, 3208, 219, 3159, 1403, 2220, 1899, 3149, 1880, 1806, 2037, 2716, 3521]"
3895,P17643,"[0, 0, 0, 0, 0]","['GO:0004503', 'GO:0005515', 'GO:0016491', 'GO:0042803', 'GO:0046872']","[3782, 1403, 1002, 127, 2153]"
3896,P17655,"[0, 0, 0, 0, 0, 0, 0]","['GO:0004198', 'GO:0005509', 'GO:0005515', 'GO:0008092', 'GO:0008234', 'GO:0019899', 'GO:0044877']","[2686, 3969, 1403, 716, 2095, 266, 203]"
3897,P17658,"[0, 0, 0]","['GO:0005249', 'GO:0005251', 'GO:0005515']","[4227, 107, 1403]"
3898,P17661,"[0, 0, 0, 0]","['GO:0005200', 'GO:0005515', 'GO:0008092', 'GO:0042802']","[753, 1403, 716, 675]"
3899,P17676,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000977', 'GO:0000979', 'GO:0000981', 'GO:0001227', 'GO:0001228', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0019900', 'GO:0031490', 'GO:0035035', 'GO:0042803', 'GO:0042826', 'GO:0044389', 'GO:1990837', 'GO:0000978']","[1818, 3995, 2760, 483, 864, 722, 3938, 1439, 1403, 3947, 499, 354, 127, 4481, 4399, 2269, 3124]"
3900,P17677,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0035727', 'GO:0005516', 'GO:0001786', 'GO:1901981']","[1403, 3089, 1768, 608, 3106]"
3901,P17693,"[0, 0, 0, 0, 0, 0]","['GO:0005102', 'GO:0005515', 'GO:0042605', 'GO:0042610', 'GO:0042802', 'GO:0042803']","[222, 1403, 2831, 1516, 675, 127]"
3902,P17706,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0004725', 'GO:0005178', 'GO:0005515', 'GO:0019901', 'GO:0019905', 'GO:0030971', 'GO:0097677', 'GO:0004726']","[2419, 2123, 1403, 1899, 2517, 2591, 1416, 1699]"
3903,P17707,"[0, 0, 0, 0]","['GO:0004014', 'GO:0005515', 'GO:0042802', 'GO:0019810']","[2020, 1403, 675, 2251]"
3904,P17735,"[0, 0, 0, 0, 0]","['GO:0004838', 'GO:0005515', 'GO:0016597', 'GO:0030170', 'GO:0042802']","[3573, 1403, 1453, 664, 675]"
3905,P17752,"[0, 0, 0]","['GO:0005506', 'GO:0005515', 'GO:0004510']","[2271, 1403, 1533]"
3906,P17787,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005515', 'GO:0015276', 'GO:0015464', 'GO:0022848', 'GO:0042166', 'GO:0044877', 'GO:0050997', 'GO:1901363']","[1403, 347, 3425, 817, 1500, 203, 1919, 1722]"
3907,P17812,"[0, 0, 0, 0]","['GO:0003883', 'GO:0005515', 'GO:0005524', 'GO:0042802']","[1882, 1403, 2220, 675]"
3908,P17813,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0036122', 'GO:0050431', 'GO:0004888', 'GO:0005114', 'GO:0005515', 'GO:0005534', 'GO:0005539', 'GO:0015026', 'GO:0030546', 'GO:0034713', 'GO:0042802', 'GO:0042803', 'GO:0048185', 'GO:0005024']","[4366, 3686, 4596, 3444, 1403, 3253, 4000, 2016, 175, 2277, 675, 127, 3203, 2512]"
3909,P17844,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0003724', 'GO:0003730', 'GO:0005515', 'GO:0005516', 'GO:0005524', 'GO:0016887', 'GO:0019899', 'GO:0035500', 'GO:0036002', 'GO:0043021', 'GO:0046332', 'GO:0048306', 'GO:0050681', 'GO:0070412', 'GO:0070878', 'GO:1990841']","[3583, 3864, 3640, 1403, 1768, 2220, 3827, 266, 758, 3333, 1648, 380, 4114, 3220, 60, 2345, 3529]"
3910,P17858,"[1, 0, 0, 0, 0, 0, 0, 0]","['GO:0003872', 'GO:0005515', 'GO:0005524', 'GO:0019900', 'GO:0042802', 'GO:0046872', 'GO:0070061', 'GO:0070095']","[2630, 1403, 2220, 3947, 675, 2153, 3759, 1144]"
3911,P17861,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000977', 'GO:0000978', 'GO:0000987', 'GO:0002020', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0019901', 'GO:0030331', 'GO:0031490', 'GO:0031625', 'GO:0042802', 'GO:0046982', 'GO:1990837', 'GO:0000981']","[1818, 3995, 3124, 2774, 802, 3938, 1439, 1403, 1899, 3567, 499, 1806, 675, 1077, 2269, 483]"
3912,P17900,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0016004', 'GO:0030290', 'GO:0032428', 'GO:0005319']","[1403, 1942, 640, 1387, 2319]"
3913,P17927,"[0, 0, 0, 0, 0, 0]","['GO:0001618', 'GO:0001851', 'GO:0001855', 'GO:0001861', 'GO:0004877', 'GO:0005515']","[4360, 3536, 1736, 2587, 302, 1403]"
3914,P17931,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0004864', 'GO:0005515', 'GO:0019863', 'GO:0019903', 'GO:0030246', 'GO:0030547', 'GO:0042056', 'GO:0043236', 'GO:0070492', 'GO:0140693', 'GO:0141069', 'GO:0048030']","[3583, 3894, 1403, 474, 3451, 1187, 3927, 318, 8, 4015, 4582, 1370, 3561]"
3915,P17936,"[0, 0, 0, 0, 0, 0, 0]","['GO:0005515', 'GO:0005520', 'GO:0008160', 'GO:0031994', 'GO:0046872', 'GO:0001968', 'GO:0031995']","[1403, 4584, 1791, 3652, 2153, 2009, 663]"
3916,P17947,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000978', 'GO:0000981', 'GO:0000987', 'GO:0001216', 'GO:0001217', 'GO:0003682', 'GO:0003700', 'GO:0003723', 'GO:0005515', 'GO:0042826', 'GO:0043565', 'GO:0051525', 'GO:0060090', 'GO:0061629', 'GO:0097677', 'GO:0140297', 'GO:0140311']","[1818, 3124, 483, 2774, 2338, 2483, 4368, 1439, 3583, 1403, 4481, 2406, 514, 3587, 3118, 1416, 171, 3793]"
3917,P17948,"[0, 0, 0, 0, 0, 0]","['GO:0004714', 'GO:0005021', 'GO:0005515', 'GO:0005524', 'GO:0019838', 'GO:0036332']","[1905, 2937, 1403, 2220, 4516, 2910]"
3918,P17980,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0005524', 'GO:0016887', 'GO:0036402', 'GO:0042802']","[1403, 2220, 3827, 4387, 675]"
3919,P17987,"[0, 0, 0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0005515', 'GO:0005524', 'GO:0016887', 'GO:0031625', 'GO:0044183', 'GO:0140662', 'GO:0051082']","[3583, 1403, 2220, 3827, 1806, 1739, 337, 91]"
3920,P18031,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0003723', 'GO:0004725', 'GO:0005158', 'GO:0005515', 'GO:0008270', 'GO:0019899', 'GO:0019901', 'GO:0030971', 'GO:0045296', 'GO:0046875', 'GO:0051721', 'GO:0004726']","[3583, 2419, 3254, 1403, 4136, 266, 1899, 2591, 1182, 3412, 760, 1699]"
3921,P18054,"[0, 0, 0, 0, 0, 0]","['GO:0004052', 'GO:0005506', 'GO:0005515', 'GO:0016165', 'GO:0047977', 'GO:0050473']","[1825, 2271, 1403, 64, 185, 2147]"
3922,P18065,"[0, 0, 0, 0, 0, 0, 0]","['GO:0004864', 'GO:0005102', 'GO:0005515', 'GO:0030547', 'GO:0031994', 'GO:0031995', 'GO:0141069']","[3894, 222, 1403, 3927, 3652, 663, 1370]"
3923,P18074,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0005515', 'GO:0005524', 'GO:0016853', 'GO:0016887', 'GO:0030674', 'GO:0043139', 'GO:0046872', 'GO:0051539', 'GO:0003678', 'GO:0003684']","[1403, 2220, 128, 3827, 1420, 3654, 2153, 2671, 1346, 34]"
3924,P18075,"[0, 0, 0, 0, 0]","['GO:0005515', 'GO:0008083', 'GO:0008201', 'GO:0070700', 'GO:0005125']","[1403, 4364, 3270, 2877, 3784]"
3925,P18077,"[0, 0, 0, 0]","['GO:0000049', 'GO:0003723', 'GO:0003735', 'GO:0005515']","[1043, 3583, 448, 1403]"
3926,P18084,"[0, 0, 0, 0]","['GO:0001618', 'GO:0005515', 'GO:0046872', 'GO:0005178']","[4360, 1403, 2153, 2123]"
3927,P18085,"[0, 0, 0, 0, 0, 0, 0]","['GO:0003924', 'GO:0005085', 'GO:0005154', 'GO:0005515', 'GO:0005525', 'GO:0106274', 'GO:1990583']","[3233, 4028, 969, 1403, 2119, 3742, 580]"
3928,P18089,"[0, 0, 0]","['GO:0004938', 'GO:0005515', 'GO:0051379']","[3569, 1403, 1808]"
3929,P18124,"[0, 0, 0, 0, 0, 0]","['GO:0003677', 'GO:0003723', 'GO:0003729', 'GO:0003735', 'GO:0005515', 'GO:0042802']","[3938, 3583, 3466, 448, 1403, 675]"
3930,P18146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0000976', 'GO:0000977', 'GO:0000978', 'GO:0000981', 'GO:0001228', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0008270', 'GO:0010385', 'GO:0035035', 'GO:0043565', 'GO:0044729', 'GO:1990837', 'GO:1990841']","[1818, 3995, 3124, 483, 722, 3938, 1439, 1403, 4136, 1478, 354, 2406, 1629, 2269, 3529]"
3931,P18206,"[2, 0, 0, 0, 0, 0, 0, 0, 0]","['GO:0003779', 'GO:0002162', 'GO:0005198', 'GO:0005515', 'GO:0008013', 'GO:0031625', 'GO:0045294', 'GO:0045296', 'GO:0060090']","[1069, 3751, 1688, 1403, 3744, 1806, 841, 1182, 3587]"
3932,P18283,"[0, 0, 0]","['GO:0004602', 'GO:0009055', 'GO:0047066']","[3568, 4355, 3046]"
3933,P18405,"[0, 0, 0, 0, 0, 0]","['GO:0003865', 'GO:0005515', 'GO:0009055', 'GO:0033218', 'GO:0047751', 'GO:0070402']","[2162, 1403, 4355, 4402, 3833, 2332]"
